43944_2005	science fiction	Aubrey, Frank	Curiously enough, the same idea had struck him several times during the past half-hour; since, in fact, the opportunity had offered of comparing Monella's face and form with those inhabitants he had seen. Except that he was taller than any, there were many points in which there was obvious resemblance; and Jack began to ponder upon it as a strange coincidence. He was also surprised at the confidence with which the young girl had declared Monella to be of different race from himself. "You must be an unusually quick observer," he said presently, "to distinguish these things so readily. In my land young ladies do not much trouble themselves----" Suddenly, Zonella laid her hand upon his arm and leaned forward with a look of fervid earnestness. "_Who_ is this man?" she asked. "What is his name, and what brings him here, and just at such a time, too?" This last seemed to be said more to herself than to her companion. "He is called Monella," Jack told her. "I know of no other name; and, as to why he is here, I can no more tell you that than why you yourself are here. In some things he keeps his own counsel absolutely, and is altogether inscrutable." "Ah!" Zonella said this with a long breath. "Then, though he is your friend, and you are here together, you _really_ know nothing of him. Is that what you mean?" "Well," returned Jack slowly, "it's rather an abrupt way of putting it, but--well, I never thought of it in that light before--but--I really think you have about hit it." "Yes! You and he have met by chance, and have agreed to travel together for a time. And you have let him bring you here, I suppose, without troubling yourself to ask him his objects?" Zonella went on, still with her glance fixed on Monella. Jack opened his eyes. "You have a very direct way of putting things, I must say," he laughed. "But again, I am bound to admit you are not far out." "And your other friend--what do you know of him?" "Oh, I have known him since he was a child." "And yet," the girl persisted, "he is very different from you. Are you _sure_ he is of the same race as yourself?
41010_481	love stories	Willard, Kate Livingston	The quick spontaneity of her response shattered his last hope. "Ah, yes, Guy, please. We will be so much better friends, then." "Friends!" he echoed bitterly; "after all these years." Helen put her hand on his shoulder, but he gently pushed her from him. "It is as well I should know the truth now as later. You do not love me, Helen. There is nothing left now, but for us to part." When he was leaving a sudden recollection came to him of the cause of all this unhappiness, and crushing down his own bitterness, he endeavored in quiet and carefully chosen words to dissuade her from a friendship which he feared she would rue, but she maintained an almost unbroken silence, and the expression of her face told him that his warning was of no avail. So they parted. Guy was more than justified in his distrust of Lillian Stuart. Had he been a man of less delicate sense of honor he could have righted himself in Helen's eyes by simply relating to her some incontrovertible facts; but the circumstances which had given him his knowledge sealed his lips. While at college, the name, Lillian Stuart, had grown familiar to him, through hearing her praises sounded by his chum Nelson Leonard. The year after their graduation they ran across each other at Baden, and their college friendship was resumed. Guy was not long in discovering that there was something radically wrong with his friend, and the cause, which all Baden apparently understood, was soon made clear to him. Among the most noted people frequenting Baden at this time, were a Mrs. Ogden-Stuart and her beautiful daughter. It had been understood on their arrival that Miss Stuart was engaged to the good-looking American, Mr. Leonard, who was traveling in their party. This fact, however, did not seem to stand in the way of her flirting openly with every eligible man in the place, nor prevent her from receiving their constant homage. Leonard was evidently wretched, and there was a touch of recklessness in his manner, which, Guy felt, boded no good to a man of his highly strung, sensitive nature. For a week after Guy's arrival things drifted on, but there was something in the air that seemed to foretell a crisis. Guy had been presented to Miss Stuart, but in spite of her beauty and fascination found nothing in her to like or respect.
12791_3354	western stories	Adams, Andy	Sufficient hay, from a few bends of the creek, in dead-line territory, supplied the home ranch, and a week's encampment above Hackberry Grove saw the site of the new line-camp equipped with winter forage. While engaged on the latter task, a new feature was introduced on Wells Brothers' ranch. A movable commissary is a distinct aid to any pastoral occupation, and hence _the wagon_ becomes a cowman's home and castle. From it he dispenses a rough hospitality, welcomes the wayfarer, and exchanges the chronicle of the range. The wagon, which had been acquired with the new herd and used on the above occasion, was well equipped with canvas cover, water barrels, and a convenient chuck-box at the rear. The latter was fitted with drawers and compartments as conveniently as a kitchen. When open, the lid of the box afforded a table; when closed, it protected the contents from the outer elements. The wagon thus becomes home to nomadic man and animal, the one equal with the other. Saddle horses, when frightened at night, will rush to the safety of a camp-fire and the protection of their masters, and therefore a closer bond exists between the men of the open and their mounts than under more refined surroundings. Early in September a heavy rain fell in the west, extending down the Beaver, flushing the creek and providing an abundance of running water. It was followed by early frosts, lifting the dead-line and ushering in Indian summer. With forage secure, attention was turned to the cattle. The purchase of a mowing machine had exhausted the funds derived from the sale of peltry, and a shipment of cattle was decided on to provide the munitions for the coming winter. The wagon was accordingly provisioned for a week, the blankets stored in the commissary, and the quartette moved out to round up the wintered cattle. They had not been handled since the spring drift of March before, and when thrown into a compact herd, they presented a different appearance from the spiritless cattle of six months previous. A hundred calves, timid as fawns, shied from the horsemen, their mothers lowed in comforting concern, the beeves waddled about from carrying their own flesh, while the patriarchs of the herd bellowed in sullen defiance. Fifty of the heaviest beeves were cut out from the ---- Y brand, flesh governing the selection, and the first shipment of cattle left the Beaver for eastern markets. Four days were required to graze the heavy cattle down to the railroad.
32544_1694	science fiction	Reynolds, John Murray	* * * * * It was well past midnight by the illuminated dial of the waterproof chronometer that Sarnak had given Gerry when he awoke. Angus was shaking his shoulder. The light had been put out hours before, and there was no illumination at all except for an occasional flash of green phosphoresence where some fish sped by. "Either I'm an over-grown sponge," the big engineer muttered, "or there's a light shining through the water off to the west." Gerry yawned and sat up, instinctively starting to rub his eyes before his hands bumped against the hard glass surface of his curving helmet. Some of the bits of coral around them glowed with an eerie green radiance, and a tall frond of sea-weed had tiny specks of light on the tips of its constantly waving leaves. Then, far off to the left, Gerry caught a faint glow. It was hard to tell what kind of a light it was, so great was the refraction of the water, but there was something there. It was little more than a lessening of the deep gloom that otherwise surrounded them on all sides. Gerry got to his feet and picked up his rubber saddle which he had been using as a pillow under his helmet. "We'd better investigate," he said. "Wake Closana." They saddled their dolphins and rode out at an easy pace, holding the big fish down with a tight rein. As they rode the glow ahead of them became more definite. It seemed to come from a long row of twenty or more lights. Then they were near enough to see each other in the reflected glow. "It's some kind of a ship," Gerry said. "Those lights are her port holes!" "It's more than that!" snapped Angus. "It's the _Viking_! I know the lines of her stern anywhere, even in this sunken and God forsaken spot!" The space-ship lay quietly in the soft mud of this part of the ocean bottom. All her port holes of transparent duralite were glowing with the reflected light from inside. The twisted wrecks of her helicopters were still visible on top of the hull, but otherwise she did not appear to be damaged. Gerry was in the middle as the three of them rode their dolphins up close to one of the big windows of the control room. The ship had evidently survived the fall into the water, for they could see dim figures moving about inside.
45549_457	adventure stories	Craine, E. J. (Edith Janice)	"I don't expect to be more than half an hour." "We'll wait here," Jim promised. "Oh, look at the hydroplane," shouted a small boy on the shore. "They are calling Her Highness names," Bob scowled. "She's a hydroplane for the minute," Jim replied. "Let's taxi around the water." "It's getting kind of rough. Up at North Hero it was as smooth as a sheet," Bob answered. "Wish I knew more about water and its tricks." "I think we're going to have a blow," Jim speculated as Her Highness went rocking over the waves. "There are some black clouds over south and west and they sure do look as if they are in a hurry. We'll have them on our tail as we go back. Got plenty of gas? I read that in some places Lake Champlain is three hundred feet deep, and it's wet clear to the bottom," said Bob. "There's an extra tank besides what is in the bus. Guess I'll feed her up. Somehow, I think a nice Texas desert is pleasanter to land on than water." Jim busied himself with the task and Bob helped look things over. "Why don't you go back above the shore?" he suggested. "We have to land on the cove when we get home, so why switch gears. If there's time this evening, we might locate a place to land on the farm, but we'll have to ask your uncle about that or we'll be coming down on some field he's planted." "O.K. with me." "Whoooo boys," Mr. Fenton shouted from the pier where he was standing with a group of men and an army of small boys who had come to see the take off. "An audience. Do your prettiest, Your Highness," Bob urged the plane as his step-brother brought it around in fancy style. "It isn't every farmer who has a couple of pilots to bring him to town in a private plane, free of charge," one of the men joked. "Certainly looks like the farmers are getting some relief," another added. "They are going up in the air about it." "It's time we did something," Mr. Fenton responded. "Shall I get in now, Jim?" "Sure."
45870_1882	adventure stories	Phillipps-Wolley, Clive	he cried in the bitterness of his spirit, "is this nothing unto Thee? Dost Thou see what man has done?" And even then, while the infinitely small pleaded from the depth of the forest to the Infinitely Mighty, a little wind came and shook the tops of the pines, and the dawn came. Thereafter, as far as Corbett knew, time ceased. Only the pines went by and the trail slipped past under his feet, until, in spite of all his efforts, and although the trees seemed still to go past him, he himself stood still. Then there came a humming in the air and the thunder of a great river in his ears, and the earth began to rise and fall, and suddenly it was night! * * * * * * * * It was on a Monday morning that Ned Corbett started from Williams Creek to search for Cruickshank, and on Saturday old Bacon Brown from Oregon brought his train into Antler, and with it a tall, fair-haired man, whom he had found upon the trail some fifteen miles back he said--a man whom he guessed had had the "jim-jams" pretty bad, "and come mighty nigh to sending in his chips, you bet." CHAPTER XV. IN THE DANCE-HOUSE. "Chassey to the right, chassey to the left, swing your partners round, and all promenade!" sang Old Dad, fiddler and master of ceremonies at Antler, British Columbia. It was early in June. The moon was riding high above the pine-trees, and the men of the night-shifts were dropping in one by one for a dance with Lilla and Katchen before going to supper. Claw-hammer coats and boiled shirts were not insisted upon in the Antler dance-house, so most of the men swaggered in in their gray suits and long gum boots, all splashed with blue mud, and took their waltz just as we should take our sherry and bitters, as a pleasant interlude between business and dinner. Some fellows found time to eat and sleep, and a few were said to wash, but no one could afford to waste time in changing his clothes at the Cariboo gold-mines in '62. When your overalls wore out you just handed your dust over the store-keeper's counter and got into a new pair right there, and some fellows took off their gum boots when they lay down for a sleep. Wasn't that change enough?
43374_2078	adventure stories	Allen, Willis Boyd	A cable car took them to and from the lake, and beside the road they could see lots of land offered for sale at high foot-rates, with tall forest-trees still standing in them; others, partly built upon, and occupied by fine dwelling-houses, with the back yard full of charred stumps. The busiest streets of the city, like those of Tacoma, were "paved" with four-inch planks. Electric cars, as well as those run by cable, dashed to and fro with startling speed. The air was so filled with smoke from forest fires that ships in the harbor could hardly be distinguished from the shore. A day's ride through a wonderfully fertile country brought them to Portland, Oregon, where Randolph's first move was to hunt up Bert Martin. Bert and Susie were overjoyed to see their old friends. They lived in a pretty cottage not far from the railroad station, and Randolph had to bring Kittie, Pet, Tom, Fred and Bess to take tea with them. When supper was finished, and the young people had talked over the dear old Latin School days, and the gay summer at the Isles of Shoals, Bert got a step-ladder and gathered handfuls of red roses from the trellis over the front door, where they grew in true Oregonian abundance. Tom and Susie got on marvelously well together, and the former showed a singular eagerness to have Bert correspond with him, after he should have arrived home in the East. From Portland the managers had provided their travelers with a little two-day side trip to the Dalles. They rode in the cars all one afternoon along the southern shore of the Columbia, stopping to scramble up a steep hillside to the foot of the beautiful Multnomah Falls, and arriving at Dalles just after dark. Randolph and Fred were the only ones who cared to explore the town, which they conscientiously did, traveling miles, they averred, over the plank sidewalks, and hopelessly losing their way on several occasions; but turning up in good season at last at the depot. The train was side-tracked here, and tooting and puffing engines, shifting freight cars, kept sleep from the eyes of most of the party. At daybreak they rose and made their way sleepily down to the river, where a steamer was waiting for them. Back they went, down the river to Portland. A thick fog hid the "mountainous and precipitous cliffs" and "bold headlands" which the guide-book promised them.
37466_1329	western stories	Calhoun, A. R. (Alfred Rochefort)	repeated Wah, puzzled as to the meaning. "Yes; yeh see he’s sleepin’ now like a angel." "Dunno; me nebel see angel. W’at him?" Without attempting to enlighten Wah as to the nature of angels, of which it must be confessed he had only a vague conception himself, Ike said. "We must let him sleep right straight ’long till de mornin’; den w’en he gits up an’ rubs his eyes an’ sees it’s daylight, he’ll be dat s’prised ho won’t know w’at to say. Won’t dat be a trick?" "Him belly nice tlick," chuckled Wah. "Heap muchee fun. Let ’im sleep; you, me watchee till sun him come top-side galore. Ike, you gottee heap big head," and Wah patted the black boy’s head in a way that showed affection and approval. A generous master makes faithful servants. We do not know whether this is an adage or not, but it sounds as if it ought to be. So weary was poor Sam that Ike and Wah Shin might have slept through the night without his knowing it, but it did not require his watchful presence to make them dutiful. They divided the night into two reliefs, each taking a half and doing his duty with the fine sense of pleasure that came from the knowledge that they were cheating Sam into a long and much needed rest. Sam certainly was much surprised when he got up in the morning and saw the flush of day in the strip of sky far overhead and the light coming into the depths of the cañon. He was certainly much refreshed by his rest, and when he saw Ike smiling near by, he at once guessed what had been done. "Why didn’t you wake me up?" he asked. Ike laughed and at once told him of "the trick" he and Wah Shin had played. Sam was much touched by this evidence of thoughtfulness and devotion, and he fastened it in his memory, that it might be easily recalled if the chance ever came to show his appreciation in another form than words. This was the first morning that they were wholly without food since starting on their journey. All were decidedly hungry, but not a word was said about eating. Even Ike, always ready to show he had an appetite, felt that it would be somewhat personal to talk about "grub," but at heart he blamed himself for having eat so much the day before.
50847_133	science fiction	Smith, Evelyn E.	" "Very, very touching," Michael agreed. "Are they sick or something?" "Oh, no; they wouldn't have been permitted on the bus if they were. They're just homesick. Sirians love being homesick. That's why they leave Sirius in such great numbers." "Fasten your suction disks, please," the stewardess, a pretty two-headed Denebian, ordered as she walked up and down the gangway. "We're coming into Portyork. I have an announcement to make to all passengers on behalf of the United Universe. Zosma was admitted into the Union early this morning." All the passengers cheered. "Since it is considered immodest on Zosma," she continued, "ever to appear with the heads bare, henceforward it will be tabu to be seen in public without some sort of head-covering." Wild scrabbling sounds indicated that all the passengers were searching their packs for headgear. Michael unearthed a violet cap. The salesmen unfolded what looked like a medieval opera hat in piercingly bright green. "Always got to keep on your toes," he whispered to the younger man. "The Universe is expanding every minute." The bus settled softly on the landing field and the passengers flew, floated, crawled, undulated, or walked out. Michael looked around him curiously. The Lodge had contained no extraterrestrials, for such of those as sought seclusion had Brotherhoods on their own planets. Of course, even in Angeles he had seen other-worlders--humanoids from Vega, scaly Electrans, the wispy ubiquitous Sirians--but nothing to compare with the crowds that surged here. Scarlet Meropians rubbed tentacles with bulging-eyed Talithans; lumpish gray Jovians plodded alongside graceful, spidery Nunkians. And there were countless others whom he had seen pictured in books, but never before in reality. The gaily colored costumes and bodies of these beings rendered kaleidoscopic a field already brilliant with red-and-green lights and banners. The effect was enhanced by Mr. Carpenter, whose emerald-green cloak was drawn back to reveal a chartreuse tunic and olive-green breeches which had apparently been designed for a taller and somewhat less pudgy man. * * * * * Carpenter rubbed modestly gloved hands together. "I have no immediate business, so supposing I start showing you the sights. What would you like to see first, Mr. Frey? Or would you prefer a nice, restful movid?" "Frankly," Michael admitted, "the first thing I'd like to do is get myself something to eat.
18563_2063	western stories	Sinclair, Bertrand W.	So we resolved ourselves into a committee of ways and means and decided that since the footing promised to be normal in the morning the troop would likely scatter out, might even move camp, and therefore it behooved us to get in touch with them at once; accordingly Piegan rode away to spend the night in the Police tents, with a tale of horses strayed from Baker's outfit to account for his wandering. From our nook in the ridge he could easily make it by riding a little after dark. "Goodell and Gregory and Hicks you know," said MacRae. "Bevans is a second edition of Hicks, only not so tall by two or three inches--a square-shouldered, good-looking brute, with light hair and steel-gray eyes and a short brown mustache. He has an ugly scar--a knife-cut--across the back of one hand; you can't mistake him if you get sight of him. Stick around the camp in the morning if you can manage it, till they start, and notice which way all those fellows go. The sooner we get our hands on one or more of them the better we'll be able to get at the bottom of this; I reckon we could find a way to make him talk. Of course, if anything out of the ordinary comes up you'll have to use your own judgment; you know just as much as we do, now. And we'll wait here for you unless they jump us up. In that case we'll try and round up somewhere between here and Ten Mile." "Right yuh are, old-timer," Piegan responded. "I'll do the best I can. Yuh want t' keep your eye glued t' that peep-glass in the mornin', and not overlook no motions. Yuh kain't tell what might come up. So-long!" And away he went. When he was gone from sight we built a tiny fire in the scrub--for it was twilight, at which time keen eyes are needed to detect either smoke or fire, except at close range--and cooked our supper. That done, we smothered what few embers remained and laid us down to sleep. That wasn't much of a success, however. We had got into action again, with more of a chance to bring about certain desired results, and inevitably we laid awake reckoning up the chances for and against a happy conclusion to our little expedition.
54632_1092	adventure stories	Palmer, Don	The telegraph company agent promised to telephone us here if there is any answer.” “What about Stony?” Ken questioned, after a moment. “Police haven’t caught that fellow who attacked him?” “No. We dropped around at the station. Apparently, Jarrett Walz was right—the investigation won’t be carried on with any vigor.” “What—about the arrangements—Stony’s burial?” “Tomorrow at 10 A.M. The town is providing for a simple service.” “Not Walz, then?” “He’s contributing a small amount.” “I’d like to chip in for flowers,” Jack said soberly. “Even if our money is short, we can manage it, can’t we?” “Yes, Jack,” Mr. Livingston nodded. “While we were in town, we arranged for a wreath. It seemed the least we could do. Stony was a stranger and yet, somehow, he moved us all deeply.” “I got a queer feeling about him,” War added, staring at his plate. “What kind of feeling?” Ken asked. “It’s hard to explain.” War groped for words. “It’s as if his ghost were here—sort o’ nudging us on—saying we should follow the lead he gave us.” No one laughed. Finally, Mr. Livingston said, “If we hear from Craig Warner, and Elks Creek isn’t too many miles out of our way, we could deliver the map.” This thought at once caused the Explorers to become more cheerful. “About going on to Buckhorn—” War began, but Mr. Livingston shook his head. “It’s a matter of time and money, Warwick. After all, we’ve had our vacation.” “And a dandy one it was!” announced Jack, beginning to gather up the cups. “I’m not going to grieve over Old Stony’s hidden gold. Quit your coaxing, War, and get those dishes done!” Shortly after 2 P. M., as the Scouts restlessly idled about camp, they saw Jarrett Walz drive up. From the way he slammed the door as he went into the motel office, they judged he was in a bad mood. This was made even more evident a few minutes later when he tramped down the road to ask them if they had decided when they would leave Rocking Horse. “Tomorrow some time, probably,” Mr. Livingston told him. “Our town seems to have quite an attraction for you.”
30836_4478	detective and mystery stories	Biggers, Earl Derr	"It seems I'm just in time," he said, "to prevent highway robbery." "You think so?" asked Magee. "See here, young man," remarked Hayden, glancing nervously over his shoulder, "I can't waste any time in talk. Does that money belong to you? No. Well, it does belong to me. I'm going to have it. Don't think I'm afraid to shoot to get it. The law permits a man to fire on the thief who tries to fleece him." "The law, did you say?" laughed Billy Magee. "I wouldn't drag the law into this if I were you, Mr. Hayden. I'm sure it has no connection with events on Baldpate Mountain. You would be the last to want its attention to be directed here. I've got this money, and I'm going to keep it." Hayden considered a brief moment, and then swore under his breath. "You're right," he said. "I'm not going to shoot. But there are other ways, you whipper-snapper--" He dropped the revolver into his pocket and sprang forward. For the second time within ten minutes Mr. Magee steadied himself for conflict. But Hayden stopped. Some one had entered the room through the window behind Magee. In the dim light of the single candle Magee saw Hayden's face go white, his lip twitch, his eyes glaze with horrible surprise. His arms fell limply to his sides. "Good God! Kendrick!" he cried. The voice of the man with whom Billy Magee had but a moment before struggled on the balcony answered: "Yes, Hayden. I'm back." Hayden wet his lips with his tongue. "What--what brought you?" he asked, his voice trailing off weakly on the last word. "What brought me?" Suddenly, as from a volcano that had long been cold, fire blazed up in Kendrick's eyes. "If a man knew the road from hell back home, what would it need to bring him back?" Hayden stood with his mouth partly open; almost a grotesque picture of terror he looked in that dim light. Then he spoke, in an odd strained tone, more to himself than to any one else. "I thought you were dead," he said. "I told myself you'd never come back. Over and over--in the night--I told myself that.
64757_738	western stories	Coburn, Walt	I kin still hold down a job punchin’ cows.” “And I kin beat ary round-up cook that ever burned a batch uh beans er turned a mess wagon over,” added Ma Basset bravely. “Yuh mind that fall when I cooked fer the outfit, Hank, and drove two broncs fer wheelers? I can do it again, too.” Tad, a vise-like grip on his partner’s arm, backed quietly away from the door. On tiptoe they retreated to the bunkhouse. Then, with careless step and a whistle coming discordantly from Tad’s pursed lips, they again approached the kitchen. Ma Basset’s eyes showed faint signs of redness and Hank seemed somewhat ill at ease. He led them back into the front room. “Biscuits ain’t quite done,” he explained, waving the two punchers to chairs. He moved stealthily to a cupboard and reached a hand in behind the curtain. It came forth holding a brown bottle. “Ma keeps it fer snake bite,” he whispered. “Have a nip?” But before he could hand the bottle to the expectant Shorty, an approaching step sounded from the kitchen. Hank deftly slid the bottle back behind the curtain, a second before his wife appeared in the doorway. In Ma Basset’s hand was a piece of raw beefsteak and a strip of cloth. “Fer your eye,” she told Shorty, and forthwith tied the piece of meat over the swollen and discolored member. “Your pardner was a-tellin’ me how you fell off your hoss and bunged that eye up,” she smiled, standing aside to survey the bandage critically. “Hoss th’owed me?” returned Shorty dazedly. “Shucks, I——” “Nothin’ to be ashamed of,” she replied. “There ain’t a bronc rider livin’ that ain’t got it some time er another.” “Never was a rider that never got th’owed,” chanted Tad, trying in vain to catch his partner’s eye. “Never was a bronc that never got rode,” he finished the rime. But Shorty did not see. Hank was shifting uneasily in his rawhide-bottomed chair. He too, seemed to be trying to convey a silent message of some sort to Shorty. “But, ma’am, I——” “Ma, ain’t them biscuits a burnin’?” Hank was sniffing the air like a hound scenting a fox. Ma, her thoughts diverted to the bread, made her way hastily to the kitchen.
37913_1251	detective and mystery stories	Landon, Herman	This easy and carefree existence is demoralizing you completely." The other placed a stack of newspapers and a few letters on the table, then slumped into a chair and gazed ruefully down at the protruding curvature of his stomach. "I know, boss. I piled on two more pounds last week. Pretty soon I won't be able to go for the mail any more. If you'd only say the word, I'd round up the old gang, and we'd turn a few more tricks like the ones we used to pull in the good old days. I'd work off this fat in no time." The Phantom shook his head. "No, Wade. You will have to try some other form of fat reducer. I am through with the old life for good. It was exciting while it lasted, but the novelty has worn off. It was only a sort of emotional eruption, anyhow." Wade scowled, then delivered himself of a startling exclamation: "Hang the women!" The Phantom raised his brows in surprise. "What's your grievance against the fair sex, Wade? Hanging is pretty serious business, you know. What atrocious crime have the women perpetrated against you to deserve such cruel punishment? You don't look like a man suffering the pangs of unrequited love. Your heart is intact, I hope?" "Oh, my heart's all right," Wade complained. "It's yours that I'm worrying about. Lately I haven't been able to dope you out at all, boss. If I didn't know you as well as I do, I'd say you've gone plumb dippy. There was a time not so long ago when you went in for big game--real he-man stuff. There were a lot of men on the police force who used to have a funny feeling around the solar plexus whenever The Gray Phantom's name was spoken. You cut some fancy didos in those days, boss. Now--now you're poking seeds into the ground and talking of reforming." Wade made a gesture of great disgust. "Granted," said The Phantom, smiling, "but is that any reason for exterminating the feminine sex?" "You bet it is. The trouble with you is that you've got too much girl on the brain, boss. You were all right until that pretty little skirt with the big baby eyes happened along." "Oh, you mean Miss Hardwick?" There was an odd tension in The Phantom's tones.
42625_1065	love stories	Reynolds, Baillie, Mrs.	I never got beyond Xenophon. But I am rather keen on Plato when translated. Meanwhile, for a change, let me ask you one or two questions. Of whom does the family at the Pele consist? Your mother did not mention you. She said she was a widow, and I presumed that she lived alone." "She doesn’t. I live there too. If you’d known that, you wouldn’t have come, would you?" "No, I shouldn’t," she answered simply and naturally; and could see at once that this was not the reply he had expected. He leaned back in his chair and stared without speaking. "You might ring the bell," she suggested. With a start he rose and did as she asked. When Deb appeared to change the plates, he put his elbows on the table and glanced up, a mocking gleam under his lids. "Deb, this young lady knows all about Plato. What d’you think of that?" "Plato? What’s that, Master Nin? Some kind of a silver polish! I haven’t seen it advertised!" His shout caused her to pause in the process of removing the dishes, and give him a smart slap across the shoulders. "You dare to laugh at me!" said she, beaming. "Oh, you’re a rascal, if ever one was born in the north. There’s Shino; and all these havering new fancies, and I nobbut thought Plato was another of ’em." "Deb, you’re priceless! I want to kiss you for that! Hang it, a man must kiss somebody, and Flossie says she’s too old to be kissed any more!" "Away with your nonsense, Master Nin! What do you suppose yoong lass thinks of ’e?" said Deb, somewhat tartly, escaping with her tray, while Olwen, with downturned lip, sat silent in her place crumbling bread and trying not to laugh. The lamplight gilded those tendrils of hair, so dear to Ben—like the bits that escape from the coif of a Ghirlandajo Madonna. It also accentuated the curves at the corners of her mouth, where a dimple lurked betrayingly. Deb brought back an apple-pie, and a little brown ewer filled with thick cream. She placed the dish before Olwen, who cut a piece for her _vis-à-vis_ in complete silence. "No more questions to ask me?" he demanded at length.
43944_4104	science fiction	Aubrey, Frank	"And what do you suppose will happen--here?" She sighed and shook her head, hopelessly, despairingly. "Only what always happens," she answered, in a dull, listless tone. "None that are once placed here ever escape the fatal tree; except that sometimes they are carried up above and laid on what they call 'the devil-tree's ladle.'" "'The devil-tree's ladle?'" "Yes; it is a contrivance on wheels; a kind of long plank shaped at one end like a great spoon. Those who are to be given to the tree are laid upon it, bound so that they cannot move, and then pushed out along the stone-work till they are within reach of the branches; those who push the plank at the other end being far enough away for their own safety. It is part of the system of terrorism and torture here," Fernina added, "to place some of us, at times, in rooms that are in the rock above, and that overlook this place, and to keep us locked in there for days and nights, that we may be cowed and frightened at the scenes that are enacted here. Often, a hateful fascination compels you to become an unwilling witness; in any case, you cannot avoid hearing the shrieks and moans; imagination supplies the rest." Leonard turned away, not caring to hear more, and sat down to brood, eating his heart out with keen regrets, all now unavailing. The jeering of the half-mad wretch in the other cell had ceased; he, too, had fallen into a sort of brooding lethargy, and so was quiet; but a constant tap, tap, tap, of one foot on the stone floor told he was not asleep. Thus the hours dragged by in silence, save for the intermittent, stealthy rustle of the branches outside, as they came prowling over the face of the gratings in their sleepless seeking after the prey they seemed to scent within. Once, a small grating at the bottom of the door of each cell was opened, and a platter with coarse food upon it was pushed in; then the space closed up again. The sounds made them all, for the moment, start; then they relapsed again into the stupor of despair. None touched the food or even noticed it. But the man in the further cell had now seated himself near the little stream of water and, every now and then, he roused himself to take long draughts.
45870_1216	adventure stories	Phillipps-Wolley, Clive	"Are you all set?" asked Cruickshank. "All set," replied Chance. "Then the sooner you 'get' the better. It will be as much as your heathen can do to make the journey in time, I'll bet." "Why, is the trail a very bad one?" "Oh, it's all much like this, but it's most of it uphill, and there may be some snow on the top. But you can't miss your way with all these tracks in front." "You will be in yourself a day or two after us, won't you?" asked Corbett. "Yes. If you don't make very good time I daresay I shall, although the snow may delay the ponies some. But don't you worry about them. I'll take care of the ponies, you can trust me for that." "Then, if you will be in so soon, I won't trouble to take anything except one blanket and my rifle," remarked Ned. "Oh, take your rocker. It looks more business-like; and, besides, all the millionaires go in with 'nothing but a rocker-iron for their whole kit, and come out worth their weight in gold.'" There was a mocking ring in Cruickshank's voice as he said this, at variance with his oily smile, but Steve Chance took his words in good faith. Steve still believed in the likelihood of his becoming a millionaire at one stroke of the miner's pick. "I guess you're right, colonel. I'll take my rocker-iron, whatever else I leave behind. Lend a hand to fix it on to my pack, will you?" and then, when Cruickshank had done this, Steve added with a laugh: "I shall consider you entitled to (what shall we say?) one per cent on the profits of the mine when in full swing, for your services, colonel." "Don't promise too much, Chance. You don't know what sort of a gold-mine you are giving away yet;" and the speaker bent over a refractory strap in Steve's pack to hide an ugly gleam of white teeth, which might have had a meaning even for such an unsuspicious fool as Ned Corbett, who at this moment picked up his Winchester and held out his hand to Cruickshank. "Good-bye, colonel," he said.
47738_4293	adventure stories	Stephens, Robert Neilson	"How now? The beast is not here!" He came back into the hall, looking puzzled. "Perhaps the old man hath put him under roof," suggested Ermsby. Jerningham went to the kitchen door and called Jeremy, who averred he had not been near the horse since he had tied it outside the porch. "'Twas ill tied, no doubt," said Jerningham, "and hath got loose and sought shelter. Belike you left the stable door open. Go and see; and look in all the penthouses, too." Jeremy went out. His return was awaited in silence, Jerningham pacing the hall, Sir Clement staying motionless at the table's edge, Ravenshaw sitting upon the stool before Millicent's room. She had not closed the door; she remained upon the pallet, able to see a little of the hall, but herself out of the light that came in through the doorway. Her thoughts were in confusion; at last they became so clouded that, obeying the impulse of fatigue, she lay down on the pallet, without heed of the act; soon she was in a state between anxious waking and a troubled dream. Jeremy came back, dripping, and said the horse was not to be found. Berating him for stupidity, his master sent him back to the kitchen. Jerningham presently sat down upon a chair near the table against which Sir Clement stood. Slowly the minutes passed, while the heavy beat of the rain against the casements was the only sound. Once Jerningham called out: "Is all well with you, mistress?" Millicent, brought to a sense of her whereabouts after a moment's bewilderment, answered: "Yes, I thank you." The silence fell again. At last Jerningham said to Sir Clement: "Those rascals yonder need not have all the good cheer to themselves. There's better drink than ale left in the house." He rose, and summoned Meg from the kitchen. "Fetch wine," said he. Meg, returning to the kitchen, presently reappeared therefrom with a flagon and a pewter drinking cup. "First fill a cup, I pray you," said Jerningham, "and carry it to the lady in yonder room." She poured out a cupful, set the flagon on the table, and approached the door at which Ravenshaw sat. "Nay, you shall not pass here," quoth the captain. "What, will you deny the unhappy lady that small comfort?" said Jerningham, while Meg paused.
